task_id,backbone,DDV cos-cos,DDV euc-cos
9,6,0.23310708476420483,0.19952633662564712
9,7,0.3512405942210456,0.16858261695126364
9,8,0.26168847619341096,0.19297482352269357
9,9,0.0,0.0
9,10,0.2133722588421344,0.14473728860637203
9,11,0.2914523603788174,0.13776459130985874
9,12,0.2655217135223741,0.12654765246797128
9,13,0.18435285242810484,0.1256522986248083
9,14,0.2422633463390378,0.13452363867175288
9,15,0.23865381323737045,0.15934785970393361
9,16,0.2644447687674919,0.156360340350716
9,17,0.15486028259404128,0.11638204298444021
9,18,0.22960578480337834,0.08345864162678951
9,19,0.2612582283319984,0.1675053578658683
9,20,0.2956385426794377,0.13847808214111013
10,1,0.3992255491081378,0.21829420034367708
10,2,0.2823545441097146,0.14959003727262332
10,3,0.32133829609461306,0.1373995648795815
10,4,0.30784136126856576,0.13243828521299483
10,5,0.2881413753400258,0.18148384291239594
10,6,0.2886426771359507,0.20473240139791693
10,7,0.42616015464124235,0.2094457743643542
10,8,0.2674922189233243,0.1420387701089626
10,9,0.21301640915436493,0.14456262541941522
10,10,0.0,0.0
10,11,0.16388222342643843,0.14482612834988817
10,12,0.395748108040037,0.12119406228285845
10,13,0.31022840305300414,0.13579247414805695
10,14,0.25946466471901686,0.2336551451561415
10,15,0.2734437116306695,0.1850649962786507
10,16,0.31070216121873007,0.11820193281535829
10,17,0.2327770197187734,0.16774286460239507
10,18,0.19647338851004648,0.1030030058541136
10,19,0.29324582574146263,0.23833936302713765
10,20,0.2839522283975825,0.17926377585346287
11,1,0.12726339139802356,0.09346700840412336
11,2,0.09706373927491663,0.12740199660982454
11,3,0.3093319314555546,0.18560808526810713
11,4,0.17114616595409593,0.217324288990013
11,5,0.1793770195239831,0.12339927193391886
11,6,0.20423581033074822,0.20691038111422977
11,7,0.2706138480388981,0.22463848172724177
11,8,0.20296238227025265,0.13947772664949876
11,9,0.2915240763274588,0.13787066565639505
11,10,0.16366084500485756,0.1446217494642792
11,11,0.0,0.0
11,12,0.29212079306562766,0.12789066507950275
11,13,0.30346194136228044,0.1673997425729119
11,14,0.1949773174273961,0.1870871171647941
11,15,0.3340819580028006,0.1644690514793179
11,16,0.2548133625808745,0.1472456879520766
11,17,0.38766337745933965,0.23849681685720792
11,18,0.23037838498034946,0.17155780011811084
11,19,0.22139300937026785,0.1861568649921671
11,20,0.1953969920025761,0.19242686422320776
12,1,0.37014414117041305,0.17815220718930103
12,2,0.28415151608185785,0.12880891147026252
12,3,0.393960240548336,0.15158647201879316
12,4,0.43846850355273737,0.2421362282087962
12,5,0.23644213474333697,0.08937722773633783
12,6,0.24817525196429935,0.09762695726866932
12,7,0.26270498083668514,0.20710559160379027
12,8,0.4010568538767155,0.11867657435169443
12,9,0.26585020015674576,0.12665432040149194
12,10,0.39568778139805394,0.12113227176789898
12,11,0.29217307881509846,0.12796625618293733
12,12,0.0,0.0
12,13,0.37473032410938745,0.15065047556511035
12,14,0.37813214878551527,0.11422553274408198
12,15,0.21562474217772065,0.1337187798916143
12,16,0.22299512216909934,0.11805699746629505
12,17,0.3500811180965452,0.11895076439037333
12,18,0.2673547787667757,0.12983493562131287
12,19,0.2630359715548485,0.18285000787241446
12,20,0.2390537834766885,0.1426541885547411
13,1,0.2512733934581184,0.2353708026717688
13,2,0.39251805884739954,0.20768642105410007
13,3,0.35192086256299326,0.15840555824051072
13,4,0.2989902842199412,0.29792729530805384
13,5,0.2963839712291896,0.12556716654461275
13,6,0.27501755119226734,0.20773959018574006
13,7,0.3036244510910838,0.22711118723450485
13,8,0.41052924351578435,0.19490149048289807
13,9,0.18450014730376196,0.12558998150410527
13,10,0.309980776625535,0.1359018946692523
13,11,0.30326869813258417,0.16739266030719635
13,12,0.3746466992960925,0.15068602055858282
13,13,0.0,0.0
13,14,0.3250562273930083,0.15636402957256035
13,15,0.3519789398750123,0.1629925334191934
13,16,0.1687392522587835,0.15546827613018555
13,17,0.4124763770955121,0.24133483885253026
13,18,0.22241179410430345,0.20171950535032934
13,19,0.336334033624458,0.1828215605915552
13,20,0.2545626878805719,0.14209938772531783
14,1,0.29202993006903377,0.29513084526414946
14,2,0.28825812965526554,0.15770712332021897
14,3,0.2939524025200927,0.13483858136908944
14,4,0.26159317065529053,0.3002789398372645
14,5,0.2991571393573139,0.10821423481748815
14,6,0.36683317485775424,0.22820727507889904
14,7,0.30772316404803035,0.23500226751414588
14,8,0.1799810051239349,0.19013555252674197
14,9,0.24210511795444445,0.13458303529293691
14,10,0.2593695731181592,0.23364969484978038
14,11,0.19495679387681775,0.18712758281428132
14,12,0.37783801612201673,0.11424221363841947
14,13,0.3249647153948736,0.15634912978345028
14,14,0.0,0.0
14,15,0.363394749219621,0.15949295156116006
14,16,0.13750151951695266,0.07091633944318299
14,17,0.25933976327126573,0.14286528707194512
14,18,0.35734946512217103,0.16318950561764678
14,19,0.2074371602509637,0.17133397820104845
14,20,0.1905513808223117,0.16852396784587786
15,1,0.38370637777198624,0.18221236582362255
15,2,0.22415348973888938,0.09482883317082891
15,3,0.3960187781687097,0.10956443582117681
15,4,0.24273225395530917,0.19180466572127064
15,5,0.27187360618834877,0.1395389762877569
15,6,0.2623142911950741,0.30015953190055966
15,7,0.2966580124601449,0.1569272545397048
15,8,0.3927821944105758,0.18563990775346628
15,9,0.238678826704822,0.15939281370524727
15,10,0.27332792989452226,0.18505643326672205
15,11,0.33411635241745974,0.1644795738014243
15,12,0.21569479627112487,0.1337214765701643
15,13,0.3519177358516479,0.1629363568068316
15,14,0.36348633541906683,0.15941904339882984
15,15,0.0,0.0
15,16,0.11179576688150239,0.0990702008662373
15,17,0.25734124018780047,0.16750965113565353
15,18,0.1715467283767539,0.10258763787091507
15,19,0.4042637933601194,0.23074261449846478
15,20,0.3099203446328792,0.11358181706668469
16,1,0.27440704486247225,0.20893511677669618
16,2,0.18554248516077965,0.21079011153458904
16,3,0.36539907609574684,0.1363852005655326
16,4,0.18303457927592215,0.13985205713019777
16,5,0.13968161481448071,0.09650971722767276
16,6,0.18807077873384936,0.27513347267468324
16,7,0.34536102442474437,0.24609862647381153
16,8,0.2826097977318365,0.13776225852443502
16,9,0.2643570582290923,0.15639700067427764
16,10,0.31074159618491026,0.1181434136519739
16,11,0.2546888758013319,0.14728669984439458
16,12,0.2231741504180993,0.11815845383560586
16,13,0.16895499717503948,0.1554327812053834
16,14,0.13768421411491005,0.07094501421394894
16,15,0.11174107786796506,0.09894176287039702
16,16,0.0,0.0
16,17,0.14951123268955868,0.11126756100831003
16,18,0.23987544473498312,0.12407788949466081
16,19,0.23662502699580767,0.14904850519729307
16,20,0.17162779257708993,0.14841561253055513
17,1,0.3130457395891202,0.26073965650191
17,2,0.30016647140270003,0.23445331096038868
17,3,0.3358275096108956,0.18275001146616243
17,4,0.18936900797610745,0.24717904922284517
17,5,0.32476042249224935,0.16888260478332207
17,6,0.30854814302064315,0.24549483944460937
17,7,0.40882887030100623,0.2732656797776807
17,8,0.24365269265249778,0.1185587589649878
17,9,0.15481097833389368,0.11640485168513803
17,10,0.23281491813813837,0.16764904489520838
17,11,0.3875799465145424,0.23856711083035198
17,12,0.35003227218150845,0.11882447903101556
17,13,0.4123840096045126,0.24132003088328013
17,14,0.25938693007682156,0.1428737455399155
17,15,0.2573193799913497,0.16756779293452206
17,16,0.14949453970370663,0.11134488400860632
17,17,0.0,0.0
17,18,0.21123117808554626,0.2005963023552464
17,19,0.30148444798089247,0.27949484609204256
17,20,0.15774561682460664,0.13015289074073655
18,1,0.30689957534705914,0.23249493204225324
18,2,0.22324735279046382,0.11408501179014918
18,3,0.18207045976533331,0.10531664739375468
18,4,0.23482192614558028,0.18804473209374784
18,5,0.353961617449147,0.17861537188273613
18,6,0.27379277507701594,0.2510156214682202
18,7,0.3594589174266998,0.30157946510247946
18,8,0.2672593850621563,0.17873723391715346
18,9,0.2293992744615988,0.08342905471382045
18,10,0.19633964076283483,0.10297052800218676
18,11,0.23038138889266535,0.17159624326262912
18,12,0.2668393187119854,0.12969901466027212
18,13,0.22241720705080126,0.20182760902863994
18,14,0.3575531809870226,0.16336350953324041
18,15,0.17148916074981968,0.10257112163013293
18,16,0.23971028797896254,0.12402635430782305
18,17,0.21143475847979587,0.20058216728970646
18,18,0.0,0.0
18,19,0.17347316461315465,0.20539161261249672
18,20,0.17680183282295947,0.09187948686201353
19,1,0.25515923097128923,0.21988042316847456
19,2,0.2260599750660084,0.21237898843789804
19,3,0.38137285482423144,0.25739756531794145
19,4,0.23625371798549222,0.31693886200107213
19,5,0.12390892870416137,0.07321524785742073
19,6,0.25324304981111445,0.11749748049571473
19,7,0.2904814511428967,0.21337755088774668
19,8,0.3810412574429456,0.17402712374106077
19,9,0.26142428391996764,0.16761140628152493
19,10,0.2929318329671655,0.23813043114899624
19,11,0.22136341659743375,0.1861100747029859
19,12,0.2629241562623137,0.18288696662892334
19,13,0.33671433676163687,0.18289973492834088
19,14,0.20751056057754313,0.1713062709315113
19,15,0.4043249463589452,0.23076150067065326
19,16,0.23689183826011107,0.14905294809621605
19,17,0.3016351409506558,0.27956362103234644
19,18,0.17355568387896236,0.20567313288417033
19,19,0.0,0.0
19,20,0.25065345260554617,0.18406783060077903
20,1,0.2501021517836136,0.11660564951463026
20,2,0.2547554160722115,0.10695648986739048
20,3,0.2657524867782225,0.18799193037295203
20,4,0.27096433267247066,0.21825092722728234
20,5,0.23931731805704592,0.12370938289440447
20,6,0.19879114378973906,0.15955562428452064
20,7,0.2939885888001038,0.1754905162778445
20,8,0.2962967852160344,0.12948548648744207
20,9,0.29562988269340407,0.13847255210976717
20,10,0.2840500315128083,0.179274814244607
20,11,0.19530929259176266,0.19240395257301635
20,12,0.2391440157145157,0.14262290098186725
20,13,0.25445852076811215,0.14201846824376363
20,14,0.19059815391778845,0.16859919264359624
20,15,0.3099459122381405,0.11355884652971171
20,16,0.17152001829929353,0.14846488895978383
20,17,0.15775154153431092,0.13004388907029618
20,18,0.1769086756885455,0.09183919787785622
20,19,0.25060372723733393,0.18400333853067719
20,20,0.0,0.0
