Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity
75,val,,64.6,1.01,0.0
76,train,0.001,72.0,0.719,0.0
76,val,,62.8,1.019,0.0
77,train,0.001,72.68,0.711,0.0
77,val,,62.0,1.027,0.0
78,train,0.001,72.24,0.723,0.0
78,val,,63.4,1.022,0.0
79,train,0.001,72.68,0.721,0.0
79,val,,63.0,1.009,0.0
80,train,0.001,75.04,0.684,0.0
80,val,,62.6,1.033,0.0
81,train,0.0001,73.8,0.702,0.0
81,val,,61.0,1.026,0.0
82,train,0.0001,73.04,0.696,0.0
82,val,,63.0,1.013,0.0
83,train,0.0001,73.4,0.7,0.0
83,val,,62.6,1.023,0.0
84,train,0.0001,73.6,0.68,0.0
84,val,,61.4,1.027,0.0
85,train,0.0001,73.44,0.691,0.0
85,val,,63.2,1.012,0.0
86,train,0.0001,74.24,0.693,0.0
86,val,,61.6,1.03,0.0
87,train,0.0001,73.6,0.691,0.0
87,val,,62.8,1.028,0.0
88,train,0.0001,73.28,0.71,0.0
88,val,,64.0,1.017,0.0
89,train,0.0001,74.2,0.69,0.0
89,val,,63.2,1.021,0.0
90,train,0.0001,74.28,0.684,0.0
90,val,,62.2,1.028,0.0
91,train,0.0001,74.36,0.7,0.0
91,val,,63.2,1.029,0.0
92,train,0.0001,73.6,0.689,0.0
92,val,,63.2,1.03,0.0
93,train,0.0001,73.96,0.689,0.0
93,val,,62.8,1.032,0.0
94,train,0.0001,74.56,0.673,0.0
94,val,,63.2,1.028,0.0
95,train,0.0001,74.16,0.685,0.0
95,val,,63.4,1.036,0.0
96,train,0.0001,73.84,0.697,0.0
96,val,,64.2,1.031,0.0
97,train,0.0001,73.48,0.68,0.0
97,val,,63.0,1.034,0.0
98,train,0.0001,73.8,0.686,0.0
98,val,,62.0,1.04,0.0
99,train,0.0001,74.28,0.686,0.0
99,val,,63.0,1.026,0.0
100,train,0.0001,74.48,0.692,0.0
100,val,,62.8,1.029,0.0
