Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity
86,train,0.0001,84.2,0.436,0.0
86,val,,73.2,0.804,0.0
87,train,0.0001,83.88,0.453,0.0
87,val,,73.4,0.806,0.0
88,train,0.0001,84.52,0.443,0.0
88,val,,72.4,0.817,0.0
89,train,0.0001,84.2,0.454,0.0
89,val,,72.6,0.819,0.0
90,train,0.0001,83.24,0.454,0.0
90,val,,73.0,0.832,0.0
91,train,0.0001,84.48,0.445,0.0
91,val,,72.4,0.82,0.0
92,train,0.0001,84.48,0.44,0.0
92,val,,72.4,0.818,0.0
93,train,0.0001,84.12,0.44,0.0
93,val,,72.6,0.826,0.0
94,train,0.0001,83.88,0.44,0.0
94,val,,72.8,0.81,0.0
95,train,0.0001,84.12,0.449,0.0
95,val,,72.4,0.811,0.0
96,train,0.0001,84.52,0.43,0.0
96,val,,72.2,0.829,0.0
97,train,0.0001,84.52,0.42,0.0
97,val,,72.2,0.817,0.0
98,train,0.0001,85.04,0.44,0.0
98,val,,73.0,0.841,0.0
99,train,0.0001,84.0,0.445,0.0
99,val,,72.4,0.817,0.0
100,train,0.0001,84.08,0.451,0.0
100,val,,72.4,0.819,0.0
