Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity
75,val,,81.6,0.566,0.0
76,train,0.001,87.08,0.375,0.0
76,val,,82.2,0.568,0.0
77,train,0.001,86.6,0.363,0.0
77,val,,81.0,0.575,0.0
78,train,0.001,85.36,0.383,0.0
78,val,,80.8,0.562,0.0
79,train,0.001,86.12,0.393,0.0
79,val,,81.4,0.566,0.0
80,train,0.001,86.12,0.374,0.0
80,val,,80.8,0.579,0.0
81,train,0.0001,85.36,0.38,0.0
81,val,,82.4,0.573,0.0
82,train,0.0001,85.96,0.379,0.0
82,val,,81.8,0.569,0.0
83,train,0.0001,87.12,0.363,0.0
83,val,,81.4,0.565,0.0
84,train,0.0001,86.92,0.367,0.0
84,val,,81.6,0.583,0.0
85,train,0.0001,86.32,0.366,0.0
85,val,,80.8,0.57,0.0
86,train,0.0001,86.56,0.374,0.0
86,val,,81.0,0.569,0.0
87,train,0.0001,86.6,0.388,0.0
87,val,,81.6,0.586,0.0
88,train,0.0001,86.76,0.358,0.0
88,val,,80.4,0.574,0.0
89,train,0.0001,87.12,0.358,0.0
89,val,,82.4,0.572,0.0
90,train,0.0001,86.64,0.372,0.0
90,val,,81.0,0.575,0.0
91,train,0.0001,86.44,0.368,0.0
91,val,,80.8,0.563,0.0
92,train,0.0001,86.16,0.375,0.0
92,val,,81.4,0.571,0.0
93,train,0.0001,87.0,0.356,0.0
93,val,,81.8,0.596,0.0
94,train,0.0001,86.12,0.376,0.0
94,val,,81.6,0.587,0.0
95,train,0.0001,86.04,0.375,0.0
95,val,,80.8,0.58,0.0
96,train,0.0001,86.36,0.37,0.0
96,val,,82.2,0.572,0.0
97,train,0.0001,87.24,0.364,0.0
97,val,,82.0,0.577,0.0
98,train,0.0001,87.12,0.369,0.0
98,val,,81.6,0.566,0.0
99,train,0.0001,86.32,0.377,0.0
99,val,,81.6,0.573,0.0
100,train,0.0001,87.04,0.362,0.0
100,val,,81.0,0.569,0.0
