Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity
1,train,0.01,36.56,1.449,0.0
1,val,,48.8,1.179,0.0
2,train,0.01,48.84,1.169,0.0
2,val,,52.2,1.244,0.0
3,train,0.01,54.6,1.078,0.0
3,val,,62.6,0.924,0.0
4,train,0.01,57.76,1.002,0.0
4,val,,58.2,1.034,0.0
5,train,0.01,60.92,0.979,0.0
5,val,,68.4,0.821,0.0
6,train,0.01,61.96,0.933,0.0
6,val,,65.2,0.871,0.0
7,train,0.01,64.04,0.897,0.0
7,val,,73.4,0.731,0.0
8,train,0.01,65.0,0.88,0.0
8,val,,71.4,0.751,0.0
9,train,0.01,65.16,0.852,0.0
9,val,,61.0,0.974,0.0
10,train,0.01,66.84,0.829,0.0
10,val,,67.8,0.792,0.0
11,train,0.01,68.56,0.811,0.0
11,val,,67.6,0.873,0.0
12,train,0.01,69.32,0.784,0.0
12,val,,62.4,1.136,0.0
13,train,0.01,69.12,0.795,0.0
13,val,,73.4,0.702,0.0
14,train,0.01,70.48,0.755,0.0
14,val,,68.2,0.773,0.0
15,train,0.01,71.44,0.722,0.0
15,val,,65.8,0.799,0.0
16,train,0.01,71.64,0.729,0.0
16,val,,73.6,0.718,0.0
17,train,0.01,72.28,0.721,0.0
17,val,,71.4,0.705,0.0
18,train,0.01,71.52,0.705,0.0
18,val,,72.4,0.71,0.0
19,train,0.01,73.36,0.69,0.0
19,val,,72.6,0.707,0.0
20,train,0.01,73.4,0.683,0.0
20,val,,70.2,0.765,0.0
21,train,0.01,74.36,0.691,0.0
21,val,,72.2,0.735,0.0
22,train,0.01,72.72,0.678,0.0
22,val,,72.4,0.713,0.0
23,train,0.01,74.32,0.658,0.0
23,val,,72.8,0.676,0.0
24,train,0.01,74.24,0.674,0.0
24,val,,72.4,0.684,0.0
25,train,0.01,74.12,0.647,0.0
25,val,,72.4,0.724,0.0
26,train,0.01,73.68,0.674,0.0
26,val,,74.0,0.68,0.0
27,train,0.01,75.8,0.63,0.0
27,val,,72.0,0.775,0.0
28,train,0.01,74.76,0.639,0.0
28,val,,73.8,0.64,0.0
29,train,0.01,76.68,0.603,0.0
29,val,,73.8,0.71,0.0
30,train,0.01,77.12,0.615,0.0
30,val,,74.8,0.681,0.0
31,train,0.01,76.96,0.608,0.0
31,val,,72.0,0.736,0.0
32,train,0.01,77.52,0.591,0.0
32,val,,70.8,0.826,0.0
33,train,0.01,77.0,0.636,0.0
33,val,,74.2,0.653,0.0
34,train,0.01,78.28,0.574,0.0
34,val,,74.8,0.675,0.0
35,train,0.01,78.64,0.567,0.0
35,val,,74.0,0.721,0.0
36,train,0.01,77.24,0.579,0.0
36,val,,75.0,0.69,0.0
37,train,0.01,78.04,0.56,0.0
37,val,,75.2,0.664,0.0
38,train,0.01,78.56,0.563,0.0
38,val,,72.4,0.792,0.0
39,train,0.01,78.56,0.551,0.0
39,val,,70.0,0.834,0.0
40,train,0.01,77.96,0.563,0.0
40,val,,74.4,0.682,0.0
41,train,0.01,79.44,0.524,0.0
41,val,,72.8,0.733,0.0
42,train,0.01,80.08,0.511,0.0
42,val,,76.4,0.694,0.0
43,train,0.01,80.72,0.509,0.0
43,val,,75.2,0.646,0.0
44,train,0.01,80.8,0.503,0.0
44,val,,75.6,0.668,0.0
45,train,0.01,80.0,0.512,0.0
45,val,,74.0,0.693,0.0
46,train,0.01,80.52,0.513,0.0
46,val,,73.2,0.743,0.0
47,train,0.01,80.76,0.503,0.0
47,val,,75.8,0.682,0.0
48,train,0.01,79.92,0.52,0.0
48,val,,74.2,0.667,0.0
49,train,0.01,81.2,0.478,0.0
49,val,,73.8,0.717,0.0
