Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity
50,train,0.01,80.64,0.494,0.0
50,val,,73.4,0.711,0.0
51,train,0.001,82.32,0.454,0.0
51,val,,77.8,0.642,0.0
52,train,0.001,84.96,0.416,0.0
52,val,,78.8,0.63,0.0
53,train,0.001,85.36,0.403,0.0
53,val,,75.2,0.667,0.0
54,train,0.001,86.04,0.391,0.0
54,val,,76.6,0.645,0.0
55,train,0.001,86.2,0.378,0.0
55,val,,76.4,0.645,0.0
56,train,0.001,85.96,0.39,0.0
56,val,,76.0,0.644,0.0
57,train,0.001,85.84,0.377,0.0
57,val,,76.6,0.633,0.0
58,train,0.001,86.52,0.365,0.0
58,val,,76.8,0.639,0.0
59,train,0.001,84.52,0.406,0.0
59,val,,76.6,0.657,0.0
60,train,0.001,87.36,0.354,0.0
60,val,,76.4,0.652,0.0
61,train,0.001,85.64,0.372,0.0
61,val,,77.0,0.631,0.0
62,train,0.001,86.28,0.379,0.0
62,val,,77.0,0.646,0.0
63,train,0.001,85.92,0.363,0.0
63,val,,76.4,0.638,0.0
64,train,0.001,86.08,0.375,0.0
64,val,,76.2,0.637,0.0
65,train,0.001,85.4,0.371,0.0
65,val,,77.2,0.639,0.0
66,train,0.001,85.76,0.364,0.0
66,val,,76.0,0.693,0.0
67,train,0.001,85.84,0.375,0.0
67,val,,76.6,0.668,0.0
68,train,0.001,86.36,0.364,0.0
68,val,,76.8,0.661,0.0
69,train,0.001,85.92,0.371,0.0
69,val,,75.2,0.691,0.0
70,train,0.001,85.68,0.384,0.0
70,val,,77.0,0.677,0.0
71,train,0.001,86.24,0.362,0.0
71,val,,76.4,0.65,0.0
72,train,0.001,87.44,0.344,0.0
72,val,,76.6,0.661,0.0
73,train,0.001,87.04,0.35,0.0
73,val,,77.4,0.644,0.0
74,train,0.001,86.72,0.354,0.0
74,val,,77.8,0.65,0.0
75,train,0.001,87.28,0.335,0.0
75,val,,76.6,0.664,0.0
76,train,0.001,86.36,0.348,0.0
76,val,,78.0,0.66,0.0
77,train,0.001,88.2,0.329,0.0
77,val,,78.4,0.642,0.0
78,train,0.001,86.56,0.354,0.0
78,val,,76.8,0.652,0.0
79,train,0.001,87.88,0.327,0.0
79,val,,76.8,0.646,0.0
80,train,0.001,88.8,0.317,0.0
80,val,,77.8,0.666,0.0
81,train,0.0001,87.84,0.326,0.0
81,val,,77.6,0.659,0.0
82,train,0.0001,88.16,0.31,0.0
82,val,,77.6,0.648,0.0
83,train,0.0001,87.84,0.31,0.0
83,val,,77.4,0.657,0.0
84,train,0.0001,87.92,0.34,0.0
84,val,,78.8,0.66,0.0
85,train,0.0001,87.44,0.327,0.0
85,val,,77.0,0.652,0.0
86,train,0.0001,88.2,0.321,0.0
86,val,,77.2,0.655,0.0
87,train,0.0001,89.08,0.31,0.0
87,val,,77.2,0.657,0.0
88,train,0.0001,88.6,0.322,0.0
88,val,,76.8,0.646,0.0
89,train,0.0001,88.24,0.323,0.0
89,val,,77.6,0.65,0.0
90,train,0.0001,87.36,0.337,0.0
90,val,,77.2,0.653,0.0
91,train,0.0001,88.8,0.314,0.0
91,val,,77.6,0.647,0.0
92,train,0.0001,87.92,0.324,0.0
92,val,,77.6,0.648,0.0
93,train,0.0001,88.4,0.32,0.0
93,val,,77.6,0.643,0.0
94,train,0.0001,88.68,0.314,0.0
94,val,,77.6,0.652,0.0
95,train,0.0001,87.64,0.32,0.0
95,val,,78.0,0.655,0.0
96,train,0.0001,87.68,0.321,0.0
96,val,,77.8,0.654,0.0
97,train,0.0001,88.68,0.308,0.0
97,val,,78.2,0.659,0.0
98,train,0.0001,89.24,0.307,0.0
98,val,,77.2,0.647,0.0
99,train,0.0001,88.72,0.312,0.0
99,val,,77.8,0.646,0.0
100,train,0.0001,87.68,0.332,0.0
100,val,,78.4,0.658,0.0
