Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity
75,val,,57.4,1.179,0.0
76,train,0.001,71.2,0.737,0.0
76,val,,57.4,1.178,0.0
77,train,0.001,71.92,0.731,0.0
77,val,,57.4,1.164,0.0
78,train,0.001,71.12,0.736,0.0
78,val,,56.4,1.185,0.0
79,train,0.001,71.88,0.734,0.0
79,val,,57.0,1.183,0.0
80,train,0.001,72.72,0.722,0.0
80,val,,56.8,1.169,0.0
81,train,0.0001,73.48,0.728,0.0
81,val,,58.8,1.187,0.0
82,train,0.0001,72.12,0.732,0.0
82,val,,56.4,1.174,0.0
83,train,0.0001,73.56,0.71,0.0
83,val,,57.6,1.173,0.0
84,train,0.0001,73.8,0.697,0.0
84,val,,56.2,1.191,0.0
85,train,0.0001,73.04,0.719,0.0
85,val,,56.0,1.181,0.0
86,train,0.0001,72.28,0.723,0.0
86,val,,56.2,1.187,0.0
87,train,0.0001,73.52,0.723,0.0
87,val,,56.8,1.173,0.0
88,train,0.0001,72.92,0.716,0.0
88,val,,56.0,1.188,0.0
89,train,0.0001,74.08,0.704,0.0
89,val,,57.2,1.184,0.0
90,train,0.0001,73.68,0.717,0.0
90,val,,57.2,1.185,0.0
91,train,0.0001,72.12,0.721,0.0
91,val,,56.8,1.183,0.0
92,train,0.0001,72.8,0.714,0.0
92,val,,56.2,1.184,0.0
93,train,0.0001,72.16,0.713,0.0
93,val,,56.8,1.188,0.0
94,train,0.0001,73.36,0.713,0.0
94,val,,56.4,1.183,0.0
95,train,0.0001,73.4,0.711,0.0
95,val,,56.6,1.186,0.0
96,train,0.0001,72.88,0.719,0.0
96,val,,57.2,1.189,0.0
97,train,0.0001,72.0,0.706,0.0
97,val,,57.0,1.187,0.0
98,train,0.0001,74.92,0.693,0.0
98,val,,55.8,1.199,0.0
99,train,0.0001,71.76,0.716,0.0
99,val,,58.0,1.191,0.0
100,train,0.0001,73.44,0.71,0.0
100,val,,56.2,1.194,0.0
