Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity
75,val,,76.8,0.703,0.0
76,train,0.001,87.4,0.352,0.0
76,val,,76.8,0.719,0.0
77,train,0.001,86.88,0.36,0.0
77,val,,76.4,0.723,0.0
78,train,0.001,86.64,0.367,0.0
78,val,,76.2,0.714,0.0
79,train,0.001,87.92,0.342,0.0
79,val,,77.2,0.713,0.0
80,train,0.001,87.24,0.361,0.0
80,val,,76.8,0.726,0.0
81,train,0.0001,87.2,0.355,0.0
81,val,,76.6,0.722,0.0
82,train,0.0001,87.28,0.35,0.0
82,val,,76.2,0.715,0.0
83,train,0.0001,86.6,0.358,0.0
83,val,,78.0,0.711,0.0
84,train,0.0001,87.36,0.344,0.0
84,val,,77.0,0.717,0.0
85,train,0.0001,87.76,0.344,0.0
85,val,,76.4,0.721,0.0
86,train,0.0001,87.44,0.345,0.0
86,val,,76.6,0.717,0.0
87,train,0.0001,86.76,0.357,0.0
87,val,,77.6,0.719,0.0
88,train,0.0001,87.16,0.358,0.0
88,val,,77.4,0.71,0.0
89,train,0.0001,87.96,0.35,0.0
89,val,,77.4,0.717,0.0
90,train,0.0001,87.36,0.348,0.0
90,val,,77.0,0.718,0.0
91,train,0.0001,87.48,0.344,0.0
91,val,,76.8,0.715,0.0
92,train,0.0001,87.4,0.347,0.0
92,val,,76.6,0.718,0.0
93,train,0.0001,87.8,0.35,0.0
93,val,,76.2,0.719,0.0
94,train,0.0001,87.76,0.35,0.0
94,val,,76.6,0.721,0.0
95,train,0.0001,87.24,0.338,0.0
95,val,,77.4,0.713,0.0
96,train,0.0001,86.68,0.359,0.0
96,val,,77.6,0.722,0.0
97,train,0.0001,87.76,0.34,0.0
97,val,,77.2,0.712,0.0
98,train,0.0001,87.56,0.346,0.0
98,val,,76.4,0.718,0.0
99,train,0.0001,87.72,0.338,0.0
99,val,,77.2,0.707,0.0
100,train,0.0001,87.36,0.349,0.0
100,val,,77.2,0.711,0.0
