Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity,Raw Line
1,train,0.01,19.2,1.61,0.0,
1,val,,28.2,1.608,0.0,
2,train,0.01,25.8,1.605,0.0,
2,val,,24.8,1.581,0.0,
3,train,0.01,27.68,1.523,0.0,
3,val,,37.2,1.46,0.0,
4,train,0.01,43.36,1.357,0.0,
4,val,,41.6,1.322,0.0,
5,train,0.01,45.96,1.225,0.0,
5,val,,35.4,1.353,0.0,
6,train,0.01,44.96,1.179,0.0,
6,val,,50.4,1.078,0.0,
7,train,0.01,49.12,1.136,0.0,
7,val,,52.2,1.041,0.0,
8,train,0.01,50.04,1.121,0.0,
8,val,,53.6,1.062,0.0,
9,train,0.01,53.04,1.08,0.0,
9,val,,56.0,0.991,0.0,
10,train,0.01,54.08,1.059,0.0,
10,val,,57.0,0.997,0.0,
11,train,0.01,55.44,1.033,0.0,
11,val,,57.8,0.952,0.0,
12,train,0.01,59.16,0.974,0.0,
12,val,,63.6,0.924,0.0,
13,train,0.01,60.04,0.96,0.0,
13,val,,57.8,0.952,0.0,
14,train,0.01,60.4,0.941,0.0,
14,val,,59.8,0.894,0.0,
15,train,0.01,60.68,0.927,0.0,
15,val,,63.2,0.877,0.0,
16,train,0.01,60.92,0.907,0.0,
16,val,,62.4,0.862,0.0,
17,train,0.01,62.76,0.889,0.0,
17,val,,62.8,0.86,0.0,
18,train,0.01,64.0,0.882,0.0,
18,val,,65.0,0.844,0.0,
19,train,0.01,64.4,0.86,0.0,
19,val,,65.0,0.87,0.0,
20,train,0.01,66.0,0.864,0.0,
20,val,,66.8,0.84,0.0,
21,train,0.01,69.04,0.808,0.0,
21,val,,71.0,0.795,0.0,
22,train,0.01,68.64,0.801,0.0,
22,val,,70.4,0.798,0.0,
23,train,0.01,68.48,0.793,0.0,
23,val,,70.8,0.753,0.0,
24,train,0.01,69.8,0.773,0.0,
24,val,,73.8,0.73,0.0,
25,train,0.01,68.48,0.776,0.0,
25,val,,68.2,0.934,0.0,
26,train,0.01,71.24,0.753,0.0,
26,val,,72.6,0.711,0.0,
27,train,0.01,71.04,0.742,0.0,
27,val,,72.6,0.707,0.0,
28,train,0.01,71.8,0.711,0.0,
28,val,,74.6,0.675,0.0,
29,train,0.01,72.68,0.707,0.0,
29,val,,70.2,0.851,0.0,
30,train,0.01,72.32,0.708,0.0,
30,val,,74.2,0.693,0.0,
31,train,0.01,72.8,0.7,0.0,
31,val,,74.6,0.713,0.0,
32,train,0.01,73.96,0.671,0.0,
32,val,,72.2,0.787,0.0,
33,train,0.01,72.36,0.721,0.0,
33,val,,77.6,0.629,0.0,
34,train,0.01,74.6,0.666,0.0,
34,val,,71.6,0.764,0.0,
35,train,0.01,72.88,0.694,0.0,
35,val,,77.4,0.651,0.0,
36,train,0.01,74.64,0.636,0.0,
36,val,,77.0,0.601,0.0,
37,train,0.01,74.88,0.655,0.0,
37,val,,75.8,0.636,0.0,
38,train,0.01,76.56,0.635,0.0,
38,val,,76.0,0.632,0.0,
39,train,0.01,75.76,0.641,0.0,
39,val,,74.6,0.649,0.0,
40,train,0.01,75.96,0.607,0.0,
40,val,,78.8,0.592,0.0,
41,train,0.01,76.0,0.634,0.0,
41,val,,77.8,0.591,0.0,
42,train,0.01,76.6,0.625,0.0,
42,val,,79.6,0.56,0.0,
43,train,0.01,77.76,0.605,0.0,
43,val,,77.2,0.608,0.0,
44,train,0.01,75.84,0.606,0.0,
44,val,,80.4,0.559,0.0,
45,train,0.01,76.76,0.607,0.0,
45,val,,76.6,0.646,0.0,
46,train,0.01,77.72,0.586,0.0,
46,val,,76.2,0.635,0.0,
47,train,0.01,77.6,0.58,0.0,
47,val,,75.2,0.653,0.0,
48,train,0.01,77.56,0.575,0.0,
48,val,,79.4,0.599,0.0,
49,train,0.01,76.8,0.598,0.0,
49,val,,78.2,0.566,0.0,
50,train,0.01,77.8,0.585,0.0,
50,val,,80.6,0.558,0.0,
51,train,0.001,80.36,0.539,0.0,
51,val,,81.0,0.524,0.0,
52,train,0.001,81.92,0.503,0.0,
52,val,,81.2,0.509,0.0,
53,train,0.001,80.76,0.5,0.0,
53,val,,81.2,0.518,0.0,
54,train,0.001,81.56,0.49,0.0,
54,val,,81.2,0.505,0.0,
55,train,0.001,81.36,0.478,0.0,
55,val,,81.8,0.515,0.0,
56,train,0.001,81.24,0.498,0.0,
56,val,,81.6,0.528,0.0,
57,train,0.001,82.16,0.46,0.0,
57,val,,82.8,0.494,0.0,
58,train,0.001,82.96,0.467,0.0,
58,val,,82.2,0.488,0.0,
59,train,0.001,81.56,0.473,0.0,
59,val,,81.2,0.5,0.0,
60,train,0.001,82.8,0.464,0.0,
60,val,,81.6,0.509,0.0,
61,train,0.001,82.32,0.467,0.0,
61,val,,80.6,0.509,0.0,
62,train,0.001,82.48,0.467,0.0,
62,val,,82.4,0.495,0.0,
63,train,0.001,81.92,0.469,0.0,
63,val,,80.8,0.499,0.0,
64,train,0.001,82.32,0.475,0.0,
64,val,,82.2,0.501,0.0,
65,train,0.001,83.24,0.465,0.0,
65,val,,80.8,0.505,0.0,
66,train,0.001,82.84,0.452,0.0,
66,val,,81.4,0.502,0.0,
67,train,0.001,82.36,0.456,0.0,
67,val,,82.0,0.502,0.0,
68,train,0.001,83.08,0.444,0.0,
68,val,,81.4,0.506,0.0,
69,train,0.001,81.76,0.462,0.0,
69,val,,81.6,0.528,0.0,
70,train,0.001,82.32,0.45,0.0,
70,val,,81.6,0.511,0.0,
71,train,0.001,83.36,0.442,0.0,
71,val,,80.6,0.507,0.0,
72,train,0.001,82.48,0.456,0.0,
72,val,,82.2,0.498,0.0,
73,train,0.001,82.4,0.462,0.0,
73,val,,80.4,0.505,0.0,
74,train,0.001,82.96,0.453,0.0,
74,val,,81.4,0.497,0.0,
75,train,0.001,82.88,0.446,0.0,
75,val,,82.0,0.499,0.0,
76,train,0.001,82.52,0.456,0.0,
76,val,,80.6,0.522,0.0,
77,train,0.001,82.12,0.457,0.0,
77,val,,81.4,0.506,0.0,
78,train,0.001,84.84,0.419,0.0,
78,val,,83.2,0.498,0.0,
79,train,0.001,83.8,0.443,0.0,
79,val,,80.8,0.509,0.0,
80,train,0.001,83.64,0.429,0.0,
80,val,,81.2,0.497,0.0,
81,train,0.0001,83.92,0.428,0.0,
81,val,,81.4,0.495,0.0,
82,train,0.0001,83.88,0.433,0.0,
82,val,,81.0,0.497,0.0,
83,train,0.0001,83.76,0.431,0.0,
83,val,,80.8,0.505,0.0,
84,train,0.0001,84.56,0.414,0.0,
84,val,,81.2,0.498,0.0,
85,train,0.0001,83.16,0.437,0.0,
85,val,,81.0,0.504,0.0,
86,train,0.0001,83.32,0.435,0.0,
86,val,,80.8,0.499,0.0,
87,train,0.0001,82.88,0.433,0.0,
87,val,,80.4,0.503,0.0,
88,train,0.0001,83.36,0.425,0.0,
88,val,,81.4,0.502,0.0,
89,train,0.0001,83.96,0.438,0.0,
89,val,,81.4,0.506,0.0,
90,train,0.0001,83.76,0.428,0.0,
90,val,,80.8,0.501,0.0,
91,train,0.0001,83.64,0.43,0.0,
91,val,,81.6,0.498,0.0,
92,train,0.0001,83.32,0.435,0.0,
92,val,,81.6,0.505,0.0,
93,train,0.0001,84.44,0.419,0.0,
93,val,,80.8,0.508,0.0,
94,train,0.0001,82.88,0.434,0.0,
94,val,,80.0,0.512,0.0,
95,train,0.0001,84.92,0.419,0.0,
95,val,,81.2,0.497,0.0,
96,train,0.0001,84.6,0.415,0.0,
96,val,,82.0,0.491,0.0,
97,train,0.0001,83.6,0.431,0.0,
97,val,,82.2,0.493,0.0,
98,train,0.0001,83.24,0.433,0.0,
98,val,,83.0,0.49,0.0,
99,train,0.0001,83.88,0.423,0.0,
99,val,,81.6,0.497,0.0,
100,train,0.0001,84.76,0.429,0.0,
100,val,,81.6,0.499,0.0,
0,val,,81.6,0.499,0.0,
1,train,0.001,83.08,0.443,0.053,
1,val,,81.6,0.496,0.053,
2,train,0.001,84.56,0.428,0.086,
2,val,,82.0,0.506,0.086,
3,train,0.001,83.88,0.435,0.098,
3,val,,81.4,0.499,0.098,
4,train,0.001,83.88,0.435,0.1,
4,val,,82.0,0.502,0.1,
5,train,0.001,84.0,0.42,0.1,
5,val,,81.2,0.504,0.1,
6,train,0.001,82.64,0.442,0.1,
6,val,,83.0,0.488,0.1,
7,train,0.001,84.52,0.407,0.1,
7,val,,82.0,0.493,0.1,
8,train,0.001,83.68,0.43,0.1,
8,val,,82.2,0.498,0.1,
9,train,0.001,83.08,0.435,0.1,
9,val,,82.6,0.497,0.1,
10,train,0.001,84.16,0.41,0.1,
10,val,,82.2,0.503,0.1,
11,train,0.001,83.6,0.436,0.1,
11,val,,82.4,0.492,0.1,
12,train,0.001,83.28,0.431,0.1,
12,val,,81.8,0.496,0.1,
13,train,0.001,83.48,0.42,0.1,
13,val,,82.2,0.499,0.1,
14,train,0.001,83.4,0.435,0.1,
14,val,,81.2,0.517,0.1,
15,train,0.001,84.0,0.426,0.1,
15,val,,83.6,0.5,0.1,
16,train,0.001,84.16,0.412,0.1,
16,val,,82.6,0.488,0.1,
17,train,0.001,84.16,0.419,0.1,
17,val,,79.8,0.514,0.1,
18,train,0.001,84.68,0.405,0.1,
18,val,,82.2,0.49,0.1,
19,train,0.001,84.4,0.407,0.1,
19,val,,82.6,0.498,0.1,
20,train,0.001,84.08,0.411,0.1,
20,val,,81.6,0.506,0.1,
0,val,,81.6,0.506,0.1,
1,train,0.001,83.92,0.411,0.153,
1,val,,81.8,0.497,0.153,
2,train,0.001,85.44,0.402,0.186,
2,val,,82.2,0.517,0.186,
3,train,0.001,84.52,0.409,0.198,
3,val,,82.8,0.501,0.198,
4,train,0.001,84.6,0.409,0.2,
4,val,,81.4,0.51,0.2,
5,train,0.001,85.52,0.388,0.2,
5,val,,81.4,0.504,0.2,
6,train,0.001,84.32,0.411,0.2,
6,val,,82.6,0.49,0.2,
7,train,0.001,85.6,0.38,0.2,
7,val,,82.2,0.495,0.2,
8,train,0.001,84.84,0.4,0.2,
8,val,,82.8,0.5,0.2,
9,train,0.001,83.92,0.405,0.2,
9,val,,82.8,0.504,0.2,
10,train,0.001,85.32,0.381,0.2,
10,val,,82.2,0.512,0.2,
11,train,0.001,84.72,0.404,0.2,
11,val,,82.2,0.499,0.2,
12,train,0.001,84.32,0.399,0.2,
12,val,,82.0,0.501,0.2,
13,train,0.001,84.6,0.392,0.2,
13,val,,81.8,0.5,0.2,
14,train,0.001,84.04,0.405,0.2,
14,val,,80.8,0.521,0.2,
15,train,0.001,85.32,0.395,0.2,
15,val,,83.4,0.504,0.2,
16,train,0.001,85.24,0.381,0.2,
16,val,,82.8,0.491,0.2,
17,train,0.001,85.4,0.391,0.2,
17,val,,79.2,0.515,0.2,
18,train,0.001,86.16,0.374,0.2,
18,val,,82.4,0.493,0.2,
19,train,0.001,85.96,0.378,0.2,
19,val,,82.0,0.503,0.2,
20,train,0.001,85.16,0.382,0.2,
20,val,,81.8,0.51,0.2,
0,val,,81.8,0.51,0.2,
1,train,0.001,84.96,0.384,0.253,
1,val,,80.8,0.5,0.253,
2,train,0.001,85.96,0.38,0.286,
2,val,,81.0,0.531,0.286,
3,train,0.001,85.72,0.389,0.298,
3,val,,82.2,0.504,0.298,
4,train,0.001,85.56,0.388,0.301,
4,val,,82.2,0.513,0.301,
5,train,0.001,86.52,0.366,0.301,
5,val,,82.4,0.5,0.301,
6,train,0.001,84.72,0.387,0.301,
6,val,,82.4,0.489,0.301,
7,train,0.001,86.16,0.356,0.301,
7,val,,82.6,0.492,0.301,
8,train,0.001,85.84,0.373,0.301,
8,val,,82.0,0.498,0.301,
9,train,0.001,85.64,0.377,0.301,
9,val,,81.6,0.506,0.301,
10,train,0.001,86.56,0.358,0.301,
10,val,,82.6,0.511,0.301,
11,train,0.001,85.72,0.378,0.301,
11,val,,81.8,0.499,0.301,
12,train,0.001,85.76,0.373,0.301,
12,val,,82.4,0.502,0.301,
13,train,0.001,85.68,0.365,0.301,
13,val,,82.6,0.504,0.301,
14,train,0.001,85.36,0.379,0.301,
14,val,,81.4,0.525,0.301,
15,train,0.001,86.32,0.37,0.301,
15,val,,83.6,0.507,0.301,
16,train,0.001,85.8,0.356,0.301,
16,val,,83.2,0.498,0.301,
17,train,0.001,86.04,0.369,0.301,
17,val,,80.6,0.515,0.301,
18,train,0.001,87.48,0.347,0.301,
18,val,,82.4,0.497,0.301,
19,train,0.001,86.68,0.355,0.301,
19,val,,81.2,0.509,0.301,
20,train,0.001,86.72,0.357,0.301,
20,val,,82.4,0.515,0.301,
0,val,,82.4,0.515,0.301,
1,train,0.001,86.2,0.358,0.353,
1,val,,80.6,0.532,0.353,
2,train,0.001,86.56,0.37,0.386,
2,val,,80.4,0.582,0.386,
3,train,0.001,86.48,0.372,0.398,
3,val,,82.4,0.548,0.398,
4,train,0.001,85.92,0.371,0.401,
4,val,,82.2,0.527,0.401,
5,train,0.001,87.84,0.342,0.401,
5,val,,82.2,0.512,0.401,
6,train,0.001,85.84,0.366,0.401,
6,val,,82.4,0.506,0.401,
7,train,0.001,87.08,0.339,0.401,
7,val,,83.0,0.51,0.401,
8,train,0.001,86.96,0.351,0.401,
8,val,,81.4,0.514,0.401,
9,train,0.001,86.36,0.357,0.401,
9,val,,82.2,0.523,0.401,
10,train,0.001,87.36,0.337,0.401,
10,val,,81.2,0.534,0.401,
11,train,0.001,86.56,0.353,0.401,
11,val,,81.8,0.519,0.401,
12,train,0.001,86.44,0.352,0.401,
12,val,,82.2,0.517,0.401,
13,train,0.001,86.96,0.342,0.401,
13,val,,81.8,0.528,0.401,
14,train,0.001,86.4,0.355,0.401,
14,val,,81.6,0.546,0.401,
15,train,0.001,86.84,0.347,0.401,
15,val,,83.8,0.526,0.401,
16,train,0.001,86.88,0.333,0.401,
16,val,,82.8,0.516,0.401,
17,train,0.001,86.88,0.349,0.401,
17,val,,81.0,0.529,0.401,
18,train,0.001,87.96,0.327,0.401,
18,val,,83.2,0.513,0.401,
19,train,0.001,87.2,0.333,0.401,
19,val,,81.8,0.53,0.401,
20,train,0.001,87.64,0.335,0.401,
20,val,,81.6,0.531,0.401,
0,val,,81.6,0.531,0.401,
1,train,0.001,87.12,0.334,0.453,
1,val,,78.0,0.656,0.453,
2,train,0.001,86.68,0.362,0.486,
2,val,,82.2,0.538,0.486,
3,train,0.001,87.0,0.354,0.498,
3,val,,80.0,0.589,0.498,
4,train,0.001,86.6,0.362,0.501,
4,val,,82.6,0.529,0.501,
5,train,0.001,87.96,0.329,0.501,
5,val,,83.0,0.524,0.501,
6,train,0.001,85.96,0.353,0.501,
6,val,,82.8,0.513,0.501,
7,train,0.001,87.64,0.319,0.501,
7,val,,82.8,0.515,0.501,
8,train,0.001,87.84,0.331,0.501,
8,val,,82.8,0.518,0.501,
9,train,0.001,87.2,0.336,0.501,
9,val,,82.8,0.528,0.501,
10,train,0.001,88.04,0.322,0.501,
10,val,,81.6,0.534,0.501,
11,train,0.001,86.72,0.339,0.501,
11,val,,81.8,0.522,0.501,
12,train,0.001,87.6,0.336,0.501,
12,val,,81.8,0.517,0.501,
13,train,0.001,87.64,0.324,0.501,
13,val,,82.6,0.528,0.501,
14,train,0.001,87.2,0.336,0.501,
14,val,,82.2,0.548,0.501,
15,train,0.001,87.88,0.327,0.501,
15,val,,83.6,0.521,0.501,
16,train,0.001,87.36,0.319,0.501,
16,val,,83.6,0.52,0.501,
17,train,0.001,87.4,0.331,0.501,
17,val,,80.4,0.537,0.501,
18,train,0.001,88.72,0.307,0.501,
18,val,,83.2,0.515,0.501,
19,train,0.001,88.16,0.316,0.501,
19,val,,82.6,0.535,0.501,
20,train,0.001,87.72,0.318,0.501,
20,val,,82.2,0.529,0.501,
0,val,,82.2,0.529,0.501,
1,train,0.001,87.92,0.315,0.553,
1,val,,79.8,0.594,0.553,
2,train,0.001,87.04,0.354,0.586,
2,val,,81.6,0.572,0.586,
3,train,0.001,87.08,0.362,0.598,
3,val,,78.8,0.675,0.598,
4,train,0.001,86.0,0.376,0.6,
4,val,,80.2,0.558,0.6,
5,train,0.001,88.4,0.325,0.6,
5,val,,81.6,0.542,0.6,
6,train,0.001,86.76,0.347,0.6,
6,val,,81.8,0.534,0.6,
7,train,0.001,87.88,0.314,0.6,
