epoch,train_loss,val_loss,accuracy,lr,sparsity,task1_ratio,zero_ratio
1,1.6108900308609009,1.6094379425048828,0.20000000298023224,0.01,0.0,1.0,0.0
2,1.610019564628601,1.6092677116394043,0.20000000298023224,0.01,0.0,1.0,0.0
3,1.6101775169372559,1.6090824604034424,0.20000000298023224,0.01,0.0,1.0,0.0
4,1.6095596551895142,1.6085373163223267,0.20000000298023224,0.01,0.0,1.0,0.0
5,1.6082717180252075,1.6054757833480835,0.27000001072883606,0.01,0.0,1.0,0.0
6,1.5916163921356201,1.5627812147140503,0.27799999713897705,0.01,0.0,1.0,0.0
7,1.5110995769500732,1.463577151298523,0.35199999809265137,0.01,0.0,1.0,0.0
8,1.4253290891647339,1.3859035968780518,0.4300000071525574,0.01,0.0,1.0,0.0
9,1.3667888641357422,1.3580715656280518,0.4300000071525574,0.01,0.0,1.0,0.0
10,1.3254618644714355,1.358282446861267,0.3880000114440918,0.01,0.0,1.0,0.0
11,1.2754534482955933,1.2800168991088867,0.46799999475479126,0.01,0.0,1.0,0.0
12,1.2488014698028564,1.2137280702590942,0.4959999918937683,0.01,0.0,1.0,0.0
13,1.2268258333206177,1.1912965774536133,0.5,0.01,0.0,1.0,0.0
14,1.2094069719314575,1.2423558235168457,0.5080000162124634,0.01,0.0,1.0,0.0
15,1.192956566810608,1.1899302005767822,0.5260000228881836,0.01,0.0,1.0,0.0
16,1.179872989654541,1.1835803985595703,0.5220000147819519,0.01,0.0,1.0,0.0
17,1.1737213134765625,1.1379139423370361,0.5180000066757202,0.01,0.0,1.0,0.0
18,1.1473217010498047,1.1696244478225708,0.5180000066757202,0.01,0.0,1.0,0.0
19,1.1241012811660767,1.2820005416870117,0.5139999985694885,0.01,0.0,1.0,0.0
20,1.1419765949249268,1.1842315196990967,0.49799999594688416,0.01,0.0,1.0,0.0
21,1.1107476949691772,1.2265210151672363,0.5260000228881836,0.01,0.0,1.0,0.0
22,1.1154900789260864,1.1743090152740479,0.5080000162124634,0.01,0.0,1.0,0.0
23,1.1005733013153076,1.1149780750274658,0.527999997138977,0.01,0.0,1.0,0.0
24,1.089469075202942,1.1844648122787476,0.5440000295639038,0.01,0.0,1.0,0.0
25,1.0671414136886597,1.1056199073791504,0.5479999780654907,0.01,0.0,1.0,0.0
26,1.1082242727279663,1.177381157875061,0.5239999890327454,0.01,0.0,1.0,0.0
27,1.068126916885376,1.1726442575454712,0.5440000295639038,0.01,0.0,1.0,0.0
28,1.0579707622528076,1.0780234336853027,0.5640000104904175,0.01,0.0,1.0,0.0
29,1.0459791421890259,1.1367632150650024,0.550000011920929,0.01,0.0,1.0,0.0
30,1.0297619104385376,1.0860004425048828,0.5299999713897705,0.01,0.0,1.0,0.0
31,1.0327438116073608,1.2735223770141602,0.47999998927116394,0.01,0.0,1.0,0.0
32,1.033493995666504,1.098894476890564,0.5479999780654907,0.01,0.0,1.0,0.0
33,1.0219898223876953,1.1033551692962646,0.5580000281333923,0.01,0.0,1.0,0.0
34,0.9971692562103271,1.091230034828186,0.5460000038146973,0.01,0.0,1.0,0.0
35,0.9835893511772156,1.1128581762313843,0.550000011920929,0.01,0.0,1.0,0.0
36,0.9692284464836121,1.18906831741333,0.5400000214576721,0.01,0.0,1.0,0.0
37,0.9954336881637573,1.1419477462768555,0.5559999942779541,0.01,0.0,1.0,0.0
38,0.9836459755897522,1.1199404001235962,0.5479999780654907,0.01,0.0,1.0,0.0
39,0.9798186421394348,1.116499900817871,0.5299999713897705,0.01,0.0,1.0,0.0
40,0.9789382815361023,1.07088041305542,0.5619999766349792,0.01,0.0,1.0,0.0
41,0.9652249813079834,1.113547444343567,0.5580000281333923,0.01,0.0,1.0,0.0
42,0.9462061524391174,1.058250069618225,0.5659999847412109,0.01,0.0,1.0,0.0
43,0.9410943388938904,1.0757019519805908,0.5899999737739563,0.01,0.0,1.0,0.0
44,0.9646783471107483,1.066024899482727,0.5659999847412109,0.01,0.0,1.0,0.0
45,0.9361422657966614,1.0979551076889038,0.5799999833106995,0.01,0.0,1.0,0.0
46,0.940222442150116,1.1449477672576904,0.5559999942779541,0.01,0.0,1.0,0.0
47,0.9239597916603088,1.0419816970825195,0.578000009059906,0.01,0.0,1.0,0.0
48,0.93124920129776,1.1020805835723877,0.5479999780654907,0.01,0.0,1.0,0.0
49,0.9272325038909912,1.1270341873168945,0.5820000171661377,0.01,0.0,1.0,0.0
50,0.9230724573135376,1.068367600440979,0.578000009059906,0.001,0.0,1.0,0.0
51,0.8661006093025208,1.0184781551361084,0.6000000238418579,0.001,0.0,1.0,0.0
52,0.8180834054946899,1.03229820728302,0.5979999899864197,0.001,0.0,1.0,0.0
53,0.8140962719917297,1.0444839000701904,0.5879999995231628,0.001,0.0,1.0,0.0
54,0.79926997423172,1.047179937362671,0.5979999899864197,0.001,0.0,1.0,0.0
55,0.8155927062034607,1.0393264293670654,0.5920000076293945,0.001,0.0,1.0,0.0
56,0.790065586566925,1.0468220710754395,0.5920000076293945,0.001,0.0,1.0,0.0
57,0.7860571146011353,1.044723391532898,0.5839999914169312,0.001,0.0,1.0,0.0
58,0.7776839137077332,1.0517141819000244,0.5820000171661377,0.001,0.0,1.0,0.0
59,0.789625346660614,1.0475958585739136,0.593999981880188,0.001,0.0,1.0,0.0
60,0.7971448302268982,1.0488364696502686,0.6019999980926514,0.001,0.0,1.0,0.0
61,0.7971110343933105,1.053824543952942,0.5860000252723694,0.001,0.0,1.0,0.0
62,0.7965053915977478,1.0545083284378052,0.5860000252723694,0.001,0.0,1.0,0.0
63,0.7716028094291687,1.0748540163040161,0.5759999752044678,0.001,0.0,1.0,0.0
64,0.7844405174255371,1.053064227104187,0.5839999914169312,0.001,0.0,1.0,0.0
65,0.7759537696838379,1.0590569972991943,0.578000009059906,0.001,0.0,1.0,0.0
66,0.7655870318412781,1.0581296682357788,0.5979999899864197,0.001,0.0,1.0,0.0
67,0.7528431415557861,1.0696423053741455,0.5839999914169312,0.001,0.0,1.0,0.0
68,0.762250542640686,1.0703407526016235,0.5879999995231628,0.001,0.0,1.0,0.0
69,0.7926781177520752,1.0547341108322144,0.5860000252723694,0.001,0.0,1.0,0.0
70,0.7619605660438538,1.0669196844100952,0.5960000157356262,0.001,0.0,1.0,0.0
71,0.7629902958869934,1.0707833766937256,0.593999981880188,0.001,0.0,1.0,0.0
72,0.755115270614624,1.0657129287719727,0.6060000061988831,0.001,0.0,1.0,0.0
73,0.7489675283432007,1.0648059844970703,0.5820000171661377,0.001,0.0,1.0,0.0
74,0.7577341794967651,1.057336449623108,0.5860000252723694,0.001,0.0,1.0,0.0
75,0.7602742910385132,1.051316261291504,0.5979999899864197,0.001,0.0,1.0,0.0
76,0.7507684230804443,1.078140139579773,0.593999981880188,0.001,0.0,1.0,0.0
77,0.7597265243530273,1.0698480606079102,0.6019999980926514,0.001,0.0,1.0,0.0
78,0.7471290230751038,1.055696964263916,0.6100000143051147,0.001,0.0,1.0,0.0
79,0.7480108141899109,1.046134114265442,0.5979999899864197,0.001,0.0,1.0,0.0
80,0.7380645275115967,1.051363229751587,0.6100000143051147,0.0001,0.0,1.0,0.0
81,0.7356671690940857,1.0475085973739624,0.6079999804496765,0.0001,0.0,1.0,0.0
82,0.7193888425827026,1.0485128164291382,0.6119999885559082,0.0001,0.0,1.0,0.0
83,0.739325761795044,1.049797773361206,0.6060000061988831,0.0001,0.0,1.0,0.0
84,0.7233718037605286,1.0493464469909668,0.6079999804496765,0.0001,0.0,1.0,0.0
85,0.7258070707321167,1.0504640340805054,0.6039999723434448,0.0001,0.0,1.0,0.0
86,0.7345406413078308,1.0532149076461792,0.6060000061988831,0.0001,0.0,1.0,0.0
87,0.7261156439781189,1.0537925958633423,0.6000000238418579,0.0001,0.0,1.0,0.0
88,0.7447565793991089,1.0526739358901978,0.6039999723434448,0.0001,0.0,1.0,0.0
89,0.728655993938446,1.0519787073135376,0.6039999723434448,0.0001,0.0,1.0,0.0
90,0.7098784446716309,1.0534144639968872,0.6019999980926514,0.0001,0.0,1.0,0.0
91,0.7322952747344971,1.055423378944397,0.6019999980926514,0.0001,0.0,1.0,0.0
92,0.7175585031509399,1.0601191520690918,0.6060000061988831,0.0001,0.0,1.0,0.0
93,0.7250401973724365,1.05866539478302,0.6060000061988831,0.0001,0.0,1.0,0.0
94,0.7097945213317871,1.0592933893203735,0.6079999804496765,0.0001,0.0,1.0,0.0
95,0.7222678661346436,1.0583919286727905,0.6039999723434448,0.0001,0.0,1.0,0.0
96,0.7448521852493286,1.0596404075622559,0.6019999980926514,0.0001,0.0,1.0,0.0
97,0.7183756828308105,1.0599421262741089,0.6039999723434448,0.0001,0.0,1.0,0.0
98,0.719359815120697,1.0584194660186768,0.6100000143051147,0.0001,0.0,1.0,0.0
99,0.7239510416984558,1.0600898265838623,0.6079999804496765,0.0001,0.0,1.0,0.0
100,0.7229546904563904,1.0605484247207642,0.6100000143051147,0.0001,0.0,1.0,0.0
