epoch,train_loss,val_loss,accuracy,lr,sparsity,task1_ratio,zero_ratio
1,1.6108782291412354,1.609426498413086,0.20000000298023224,0.01,0.0,1.0,0.0
2,1.6100233793258667,1.6092524528503418,0.20000000298023224,0.01,0.0,1.0,0.0
3,1.6101925373077393,1.609050989151001,0.20000000298023224,0.01,0.0,1.0,0.0
4,1.6095348596572876,1.6083266735076904,0.21400000154972076,0.01,0.0,1.0,0.0
5,1.606442928314209,1.5998249053955078,0.2160000056028366,0.01,0.0,1.0,0.0
6,1.5668954849243164,1.5431673526763916,0.27399998903274536,0.01,0.0,1.0,0.0
7,1.506852626800537,1.5007624626159668,0.36000001430511475,0.01,0.0,1.0,0.0
8,1.472231149673462,1.4191327095031738,0.35600000619888306,0.01,0.0,1.0,0.0
9,1.4452389478683472,1.4102648496627808,0.3619999885559082,0.01,0.0,1.0,0.0
10,1.4202375411987305,1.3712284564971924,0.3840000033378601,0.01,0.0,1.0,0.0
11,1.3981034755706787,1.3880243301391602,0.4000000059604645,0.01,0.0,1.0,0.0
12,1.3882986307144165,1.3431854248046875,0.4000000059604645,0.01,0.0,1.0,0.0
13,1.3669766187667847,1.3782939910888672,0.38999998569488525,0.01,0.0,1.0,0.0
14,1.3611030578613281,1.3343390226364136,0.40400001406669617,0.01,0.0,1.0,0.0
15,1.3515676259994507,1.2775590419769287,0.43799999356269836,0.01,0.0,1.0,0.0
16,1.3281956911087036,1.2970850467681885,0.4099999964237213,0.01,0.0,1.0,0.0
17,1.3137391805648804,1.2366772890090942,0.4359999895095825,0.01,0.0,1.0,0.0
18,1.2939518690109253,1.260440468788147,0.47200000286102295,0.01,0.0,1.0,0.0
19,1.2756682634353638,1.212310791015625,0.49399998784065247,0.01,0.0,1.0,0.0
20,1.2633588314056396,1.2435903549194336,0.4580000042915344,0.01,0.0,1.0,0.0
21,1.2546740770339966,1.184254765510559,0.492000013589859,0.01,0.0,1.0,0.0
22,1.2258477210998535,1.1738680601119995,0.5220000147819519,0.01,0.0,1.0,0.0
23,1.1792103052139282,1.2094979286193848,0.49799999594688416,0.01,0.0,1.0,0.0
24,1.169316053390503,1.1925923824310303,0.4959999918937683,0.01,0.0,1.0,0.0
25,1.16941499710083,1.1856410503387451,0.5400000214576721,0.01,0.0,1.0,0.0
26,1.1419774293899536,1.2306368350982666,0.5,0.01,0.0,1.0,0.0
27,1.1615732908248901,1.2920663356781006,0.4860000014305115,0.01,0.0,1.0,0.0
28,1.1431095600128174,1.1136537790298462,0.5239999890327454,0.01,0.0,1.0,0.0
29,1.1217081546783447,1.1163275241851807,0.5699999928474426,0.01,0.0,1.0,0.0
30,1.111741542816162,1.0756760835647583,0.5580000281333923,0.01,0.0,1.0,0.0
31,1.1001132726669312,1.1824908256530762,0.5400000214576721,0.01,0.0,1.0,0.0
32,1.087623953819275,1.1252162456512451,0.5400000214576721,0.01,0.0,1.0,0.0
33,1.077590823173523,1.0603071451187134,0.5820000171661377,0.01,0.0,1.0,0.0
34,1.0632953643798828,1.1108382940292358,0.5559999942779541,0.01,0.0,1.0,0.0
35,1.0883623361587524,1.2127219438552856,0.5099999904632568,0.01,0.0,1.0,0.0
36,1.0380383729934692,1.0172656774520874,0.6019999980926514,0.01,0.0,1.0,0.0
37,1.0478485822677612,1.1696412563323975,0.5379999876022339,0.01,0.0,1.0,0.0
38,1.0352813005447388,1.036043643951416,0.593999981880188,0.01,0.0,1.0,0.0
39,1.0219815969467163,1.1220910549163818,0.5640000104904175,0.01,0.0,1.0,0.0
40,1.0072693824768066,1.129260778427124,0.5540000200271606,0.01,0.0,1.0,0.0
41,0.9997432827949524,1.1359646320343018,0.5659999847412109,0.01,0.0,1.0,0.0
42,1.0064375400543213,0.9876990914344788,0.6000000238418579,0.01,0.0,1.0,0.0
43,0.9829707145690918,1.04637610912323,0.5839999914169312,0.01,0.0,1.0,0.0
44,0.9758291244506836,1.0121879577636719,0.6140000224113464,0.01,0.0,1.0,0.0
45,0.9757463932037354,1.0469746589660645,0.5759999752044678,0.01,0.0,1.0,0.0
46,0.9645546078681946,1.0445746183395386,0.578000009059906,0.01,0.0,1.0,0.0
47,0.9341366291046143,1.0036753416061401,0.6060000061988831,0.01,0.0,1.0,0.0
48,0.9358554482460022,1.0523126125335693,0.5799999833106995,0.01,0.0,1.0,0.0
49,0.9477510452270508,0.960445761680603,0.6299999952316284,0.01,0.0,1.0,0.0
50,0.9289287328720093,1.0030689239501953,0.6240000128746033,0.001,0.0,1.0,0.0
51,0.8614673614501953,0.9660874009132385,0.6299999952316284,0.001,0.0,1.0,0.0
52,0.8294289112091064,0.9636998772621155,0.6259999871253967,0.001,0.0,1.0,0.0
53,0.8053854703903198,0.9642786979675293,0.6179999709129333,0.001,0.0,1.0,0.0
54,0.7953981161117554,0.9601041674613953,0.6299999952316284,0.001,0.0,1.0,0.0
55,0.7971915006637573,0.9534658193588257,0.6380000114440918,0.001,0.0,1.0,0.0
56,0.78829026222229,0.9503852725028992,0.6340000033378601,0.001,0.0,1.0,0.0
57,0.795144259929657,0.9366568326950073,0.6460000276565552,0.001,0.0,1.0,0.0
58,0.7824859619140625,0.9483667016029358,0.6480000019073486,0.001,0.0,1.0,0.0
59,0.7881031632423401,0.938377320766449,0.6480000019073486,0.001,0.0,1.0,0.0
60,0.7652415037155151,0.9520897269248962,0.6420000195503235,0.001,0.0,1.0,0.0
61,0.7730259895324707,0.9420658946037292,0.6399999856948853,0.001,0.0,1.0,0.0
62,0.783027172088623,0.9373531937599182,0.6480000019073486,0.001,0.0,1.0,0.0
63,0.760351836681366,0.9521130919456482,0.6499999761581421,0.001,0.0,1.0,0.0
