epoch,train_loss,val_loss,accuracy,lr,sparsity,task1_ratio,zero_ratio
1,1.6108624935150146,1.6093425750732422,0.20000000298023224,0.01,0.0,1.0,0.0
2,1.6098532676696777,1.6088964939117432,0.20200000703334808,0.01,0.0,1.0,0.0
3,1.6093841791152954,1.6068570613861084,0.2800000011920929,0.01,0.0,1.0,0.0
4,1.5770654678344727,1.4589388370513916,0.3799999952316284,0.01,0.0,1.0,0.0
5,1.4125139713287354,1.3494253158569336,0.46799999475479126,0.01,0.0,1.0,0.0
6,1.2875851392745972,1.1726826429367065,0.5460000038146973,0.01,0.0,1.0,0.0
7,1.191671371459961,1.1096775531768799,0.5720000267028809,0.01,0.0,1.0,0.0
8,1.1492981910705566,1.076340675354004,0.6000000238418579,0.01,0.0,1.0,0.0
9,1.1061090230941772,1.051281213760376,0.5260000228881836,0.01,0.0,1.0,0.0
10,1.0819823741912842,1.0941760540008545,0.5979999899864197,0.01,0.0,1.0,0.0
11,1.0528318881988525,1.0198434591293335,0.6060000061988831,0.01,0.0,1.0,0.0
12,1.040423035621643,1.0901085138320923,0.5120000243186951,0.01,0.0,1.0,0.0
13,1.036129355430603,0.9966397881507874,0.6179999709129333,0.01,0.0,1.0,0.0
14,1.0109601020812988,1.030541181564331,0.5680000185966492,0.01,0.0,1.0,0.0
15,1.0062882900238037,0.9579987525939941,0.6179999709129333,0.01,0.0,1.0,0.0
16,0.988247275352478,1.027820110321045,0.6000000238418579,0.01,0.0,1.0,0.0
17,0.9554010629653931,0.9613096714019775,0.6259999871253967,0.01,0.0,1.0,0.0
18,0.9603542685508728,0.9901009202003479,0.6159999966621399,0.01,0.0,1.0,0.0
19,0.9392362236976624,1.0511211156845093,0.5899999737739563,0.01,0.0,1.0,0.0
20,0.9753866195678711,0.9836380481719971,0.6060000061988831,0.01,0.0,1.0,0.0
21,0.9198909997940063,0.9828206896781921,0.6259999871253967,0.01,0.0,1.0,0.0
22,0.9309260845184326,0.9090268015861511,0.6359999775886536,0.01,0.0,1.0,0.0
23,0.8873043656349182,0.8711646795272827,0.6819999814033508,0.01,0.0,1.0,0.0
24,0.902000904083252,0.9011625051498413,0.6460000276565552,0.01,0.0,1.0,0.0
25,0.8645317554473877,1.0785155296325684,0.5820000171661377,0.01,0.0,1.0,0.0
26,0.8934529423713684,0.9629839062690735,0.6359999775886536,0.01,0.0,1.0,0.0
27,0.8616787791252136,0.8774908185005188,0.6740000247955322,0.01,0.0,1.0,0.0
