epoch,train_loss,val_loss,accuracy,lr,sparsity,task1_ratio,zero_ratio
1,1.6108916997909546,1.609435796737671,0.20000000298023224,0.01,0.0,1.0,0.0
2,1.6100393533706665,1.609270453453064,0.20000000298023224,0.01,0.0,1.0,0.0
3,1.610227108001709,1.6090952157974243,0.20000000298023224,0.01,0.0,1.0,0.0
4,1.609666347503662,1.6085319519042969,0.20000000298023224,0.01,0.0,1.0,0.0
5,1.6082355976104736,1.6045653820037842,0.27799999713897705,0.01,0.0,1.0,0.0
6,1.587782859802246,1.5747801065444946,0.26600000262260437,0.01,0.0,1.0,0.0
7,1.5552618503570557,1.5506912469863892,0.32600000500679016,0.01,0.0,1.0,0.0
8,1.5193965435028076,1.500650405883789,0.30799999833106995,0.01,0.0,1.0,0.0
9,1.459189772605896,1.4178563356399536,0.3479999899864197,0.01,0.0,1.0,0.0
10,1.384568691253662,1.6112642288208008,0.30399999022483826,0.01,0.0,1.0,0.0
11,1.3357348442077637,1.5005347728729248,0.36399999260902405,0.01,0.0,1.0,0.0
12,1.3307725191116333,1.5427626371383667,0.3319999873638153,0.01,0.0,1.0,0.0
13,1.2392774820327759,1.2004765272140503,0.4659999907016754,0.01,0.0,1.0,0.0
14,1.1749626398086548,1.1460282802581787,0.492000013589859,0.01,0.0,1.0,0.0
15,1.1422007083892822,1.0222110748291016,0.5960000157356262,0.01,0.0,1.0,0.0
16,1.093604326248169,1.0764600038528442,0.5580000281333923,0.01,0.0,1.0,0.0
17,1.0622862577438354,1.4199167490005493,0.4480000138282776,0.01,0.0,1.0,0.0
18,1.0682815313339233,0.9795527458190918,0.6100000143051147,0.01,0.0,1.0,0.0
19,0.9985507726669312,1.0047698020935059,0.5860000252723694,0.01,0.0,1.0,0.0
20,0.9874050617218018,1.0574506521224976,0.5680000185966492,0.01,0.0,1.0,0.0
21,0.9739120006561279,0.9115166068077087,0.6299999952316284,0.01,0.0,1.0,0.0
22,0.9469507932662964,1.2749933004379272,0.515999972820282,0.01,0.0,1.0,0.0
23,0.9668615460395813,1.0365644693374634,0.5920000076293945,0.01,0.0,1.0,0.0
24,0.9226208925247192,0.9831053614616394,0.6079999804496765,0.01,0.0,1.0,0.0
