epoch,train_loss,val_loss,accuracy,lr,sparsity,task1_ratio,zero_ratio
1,1.6109068393707275,1.6094592809677124,0.20000000298023224,0.01,0.0,1.0,0.0
2,1.6100786924362183,1.609325647354126,0.20000000298023224,0.01,0.0,1.0,0.0
3,1.6103297472000122,1.609248399734497,0.20000000298023224,0.01,0.0,1.0,0.0
4,1.6099607944488525,1.6090993881225586,0.20000000298023224,0.01,0.0,1.0,0.0
5,1.6098459959030151,1.6086684465408325,0.20000000298023224,0.01,0.0,1.0,0.0
6,1.6092724800109863,1.6073263883590698,0.20000000298023224,0.01,0.0,1.0,0.0
7,1.6051276922225952,1.5927397012710571,0.28200000524520874,0.01,0.0,1.0,0.0
8,1.5631247758865356,1.5138194561004639,0.32600000500679016,0.01,0.0,1.0,0.0
9,1.4388642311096191,1.3670902252197266,0.37400001287460327,0.01,0.0,1.0,0.0
10,1.3305708169937134,1.2591729164123535,0.4320000112056732,0.01,0.0,1.0,0.0
11,1.2928862571716309,1.2341511249542236,0.4699999988079071,0.01,0.0,1.0,0.0
12,1.2352478504180908,1.3185615539550781,0.4580000042915344,0.01,0.0,1.0,0.0
13,1.2174201011657715,1.1909176111221313,0.5220000147819519,0.01,0.0,1.0,0.0
14,1.1914442777633667,1.214897632598877,0.49000000953674316,0.01,0.0,1.0,0.0
15,1.1762274503707886,1.0876219272613525,0.5460000038146973,0.01,0.0,1.0,0.0
16,1.119690179824829,1.1398082971572876,0.5479999780654907,0.01,0.0,1.0,0.0
17,1.1130568981170654,1.080722689628601,0.5600000023841858,0.01,0.0,1.0,0.0
18,1.081437587738037,1.0352270603179932,0.5960000157356262,0.01,0.0,1.0,0.0
19,1.0505313873291016,0.9967796802520752,0.6039999723434448,0.01,0.0,1.0,0.0
20,1.029072880744934,1.1978468894958496,0.5320000052452087,0.01,0.0,1.0,0.0
21,1.0296472311019897,0.9619647264480591,0.6259999871253967,0.01,0.0,1.0,0.0
22,0.9849858283996582,0.932209312915802,0.6499999761581421,0.01,0.0,1.0,0.0
23,0.9760778546333313,0.9160400629043579,0.6539999842643738,0.01,0.0,1.0,0.0
24,0.9515640735626221,0.9326193928718567,0.6539999842643738,0.01,0.0,1.0,0.0
25,0.9403990507125854,0.9468050003051758,0.6380000114440918,0.01,0.0,1.0,0.0
26,0.9386114478111267,0.9389948844909668,0.6439999938011169,0.01,0.0,1.0,0.0
27,0.8986704349517822,0.9925740361213684,0.6019999980926514,0.01,0.0,1.0,0.0
28,0.897654116153717,0.9281075596809387,0.6439999938011169,0.01,0.0,1.0,0.0
29,0.8957640528678894,0.8859484195709229,0.6620000004768372,0.01,0.0,1.0,0.0
30,0.8681775331497192,1.0088850259780884,0.5979999899864197,0.01,0.0,1.0,0.0
31,0.8556581735610962,0.9906061887741089,0.6320000290870667,0.01,0.0,1.0,0.0
32,0.8768094778060913,1.0722343921661377,0.6019999980926514,0.01,0.0,1.0,0.0
33,0.8645602464675903,1.0190141201019287,0.6399999856948853,0.01,0.0,1.0,0.0
34,0.8333481550216675,0.8887075781822205,0.6520000100135803,0.01,0.0,1.0,0.0
35,0.8223243355751038,0.8792226314544678,0.6759999990463257,0.01,0.0,1.0,0.0
36,0.8069888353347778,0.8814391493797302,0.6800000071525574,0.01,0.0,1.0,0.0
37,0.8112012147903442,0.9255589246749878,0.6639999747276306,0.01,0.0,1.0,0.0
38,0.7852693200111389,0.7987557053565979,0.7160000205039978,0.01,0.0,1.0,0.0
39,0.7922564744949341,0.9487642645835876,0.6539999842643738,0.01,0.0,1.0,0.0
40,0.7627658843994141,0.8958703875541687,0.656000018119812,0.01,0.0,1.0,0.0
41,0.7841811776161194,1.012292504310608,0.628000020980835,0.01,0.0,1.0,0.0
42,0.7715434432029724,0.8021661639213562,0.7260000109672546,0.01,0.0,1.0,0.0
43,0.7567931413650513,0.847836971282959,0.6859999895095825,0.01,0.0,1.0,0.0
44,0.7520323395729065,0.8117023706436157,0.6919999718666077,0.01,0.0,1.0,0.0
45,0.7450573444366455,0.8456175923347473,0.6819999814033508,0.01,0.0,1.0,0.0
46,0.7256568074226379,0.8505800366401672,0.6639999747276306,0.01,0.0,1.0,0.0
47,0.7466059327125549,0.84478360414505,0.7059999704360962,0.01,0.0,1.0,0.0
48,0.732296347618103,0.9060754179954529,0.6819999814033508,0.01,0.0,1.0,0.0
49,0.7292931079864502,0.8072729706764221,0.6919999718666077,0.01,0.0,1.0,0.0
50,0.6979643106460571,0.8844729065895081,0.6880000233650208,0.001,0.0,1.0,0.0
51,0.6293336153030396,0.7657002806663513,0.7179999947547913,0.001,0.0,1.0,0.0
52,0.6073138117790222,0.7642282843589783,0.7179999947547913,0.001,0.0,1.0,0.0
53,0.5792531967163086,0.7665345668792725,0.7260000109672546,0.001,0.0,1.0,0.0
54,0.6020031571388245,0.7567897439002991,0.7200000286102295,0.001,0.0,1.0,0.0
55,0.5959436297416687,0.7618577480316162,0.7300000190734863,0.001,0.0,1.0,0.0
56,0.5843852758407593,0.7506750822067261,0.7260000109672546,0.001,0.0,1.0,0.0
57,0.5912501811981201,0.7680184245109558,0.734000027179718,0.001,0.0,1.0,0.0
58,0.5761236548423767,0.7591958045959473,0.7360000014305115,0.001,0.0,1.0,0.0
59,0.5911876559257507,0.7495060563087463,0.7279999852180481,0.001,0.0,1.0,0.0
60,0.5732569098472595,0.7618846297264099,0.7360000014305115,0.001,0.0,1.0,0.0
61,0.5610690712928772,0.7618961930274963,0.7319999933242798,0.001,0.0,1.0,0.0
62,0.5571632385253906,0.7751871347427368,0.7239999771118164,0.001,0.0,1.0,0.0
63,0.56227707862854,0.7754327058792114,0.722000002861023,0.001,0.0,1.0,0.0
64,0.5580581426620483,0.7675274610519409,0.7239999771118164,0.001,0.0,1.0,0.0
65,0.5429099202156067,0.7555345296859741,0.7300000190734863,0.001,0.0,1.0,0.0
66,0.5609021186828613,0.754577100276947,0.7279999852180481,0.001,0.0,1.0,0.0
67,0.5354877710342407,0.7708236575126648,0.7279999852180481,0.001,0.0,1.0,0.0
68,0.5514490008354187,0.7693985104560852,0.7319999933242798,0.001,0.0,1.0,0.0
69,0.5498510003089905,0.749857485294342,0.734000027179718,0.001,0.0,1.0,0.0
70,0.5440924167633057,0.7522545456886292,0.734000027179718,0.001,0.0,1.0,0.0
71,0.5377938151359558,0.7463955283164978,0.7400000095367432,0.001,0.0,1.0,0.0
72,0.5439205765724182,0.7486509680747986,0.7260000109672546,0.001,0.0,1.0,0.0
73,0.5515201687812805,0.762118399143219,0.7179999947547913,0.001,0.0,1.0,0.0
74,0.5234621167182922,0.7578308582305908,0.7179999947547913,0.001,0.0,1.0,0.0
75,0.5441280603408813,0.755113959312439,0.7179999947547913,0.001,0.0,1.0,0.0
76,0.536562979221344,0.7401722073554993,0.7179999947547913,0.001,0.0,1.0,0.0
77,0.5359271764755249,0.7413459420204163,0.722000002861023,0.001,0.0,1.0,0.0
78,0.5218782424926758,0.754958987236023,0.7360000014305115,0.001,0.0,1.0,0.0
79,0.5176641345024109,0.7386832237243652,0.7260000109672546,0.001,0.0,1.0,0.0
80,0.5145754218101501,0.7358171343803406,0.7360000014305115,0.0001,0.0,1.0,0.0
81,0.5192298889160156,0.7333124876022339,0.7379999756813049,0.0001,0.0,1.0,0.0
82,0.5102618336677551,0.7345402836799622,0.734000027179718,0.0001,0.0,1.0,0.0
83,0.5224654078483582,0.7334659099578857,0.734000027179718,0.0001,0.0,1.0,0.0
84,0.5061368346214294,0.7336767911911011,0.7360000014305115,0.0001,0.0,1.0,0.0
85,0.489270955324173,0.7349272966384888,0.7300000190734863,0.0001,0.0,1.0,0.0
86,0.487383633852005,0.7349134683609009,0.7319999933242798,0.0001,0.0,1.0,0.0
87,0.49522343277931213,0.7350090742111206,0.7319999933242798,0.0001,0.0,1.0,0.0
88,0.5093501210212708,0.7347845435142517,0.7360000014305115,0.0001,0.0,1.0,0.0
89,0.49894005060195923,0.7354458570480347,0.7379999756813049,0.0001,0.0,1.0,0.0
90,0.4927307963371277,0.7407019138336182,0.7360000014305115,0.0001,0.0,1.0,0.0
91,0.4996736943721771,0.7406013607978821,0.7360000014305115,0.0001,0.0,1.0,0.0
92,0.49323582649230957,0.7398481369018555,0.7400000095367432,0.0001,0.0,1.0,0.0
93,0.49534478783607483,0.7351589798927307,0.7379999756813049,0.0001,0.0,1.0,0.0
94,0.4862765669822693,0.7391806244850159,0.7360000014305115,0.0001,0.0,1.0,0.0
95,0.5026878714561462,0.7420234084129333,0.734000027179718,0.0001,0.0,1.0,0.0
96,0.49261143803596497,0.7393960952758789,0.7360000014305115,0.0001,0.0,1.0,0.0
97,0.5051361918449402,0.7381320595741272,0.734000027179718,0.0001,0.0,1.0,0.0
98,0.4986862242221832,0.7388142347335815,0.7379999756813049,0.0001,0.0,1.0,0.0
99,0.498338520526886,0.7379885911941528,0.7319999933242798,0.0001,0.0,1.0,0.0
100,0.5047762989997864,0.7401467561721802,0.7360000014305115,0.0001,0.0,1.0,0.0
